player_name.x,transfermarkt_id.x,transfermarkt_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age.1,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age.1,second_tier_debut_competition,debut_age_transfermarket,explanation.x,player_name.y,status,transfermarkt_id.y,player_slug,home_name,dob_age.x,place_birth.x,height.x,citizenship.x,position.x,foot.x,agent,current_club,joined,contract_expires,outfitter,injury_count_total,days_missed_total,games_missed_total,retired,retirement_date,shirt_number,injury_seasons,explanation.y,fbref_url,transfermarkt_id,player_name.x.x,name_home_country,dob_age.y,place_birth.y,height.y,citizenship.y,position.y,foot.y,debut_season,debut_age,first_club,debut_year,explanation,player_name.y.y,matches_national,minutes_national,goals_national,seasons_national,total_matches_club,total_minutes_club,total_goals_club,seasons_club,clubs_club,player_name,deceased,death_date,death_age,total_matches_total,total_minutes_total,total_goals_total,position_clean,position_simple,dob,age_current,retirement_date_clean,retirement_age,career_length
Gerhard Tremmel,488,https://www.transfermarkt.com/gerhard-tremmel/profil/spieler/488,7/4/2000,21 years 04 months 22 days,21,1.Bundesliga,29/07/2001,22,22,2.Bundesliga,21,first scrap players,Gerhard Tremmel,Success,488,spieler,Gerhard Tremmel,16/11/1978,München,N/A,Germany,Goalkeeper,N/A,Not found,Swansea,17/07/2017,-,Not found,0,0,0,Yes,17/07/2017,Not found,0,first scrap players transfer,https://fbref.com/en/players/4370cecc/Gerhard-Tremmel,488,Gerhard Tremmel,Not found,16-Nov-78,Not found,190,Not found,GK,Right,1999-2000,20 years,Unterhaching,1999,first scrap players fbref,NA,NA,NA,NA,NA,229,20357,0,14,6,Gerhard Tremmel,No,Not found,NA,229,20357,0,Goalkeeper,Goalkeeper,11/16/1978,47,7/17/2017,38,17
Marcello Trotta,129505,https://www.transfermarkt.com/marcello-trotta/profil/spieler/129505,7/4/2012,19 years 06 months 09 days,19,Premier League,25/02/2012,19,19,Championship,19,first scrap players,Marcello Trotta,Success,129505,spieler,Marcello Trotta,29/09/1992,Santa Maria Capua Vetere,"1,88",Italy,Attack - Centre-Forward,left,Not found,Sora,7/8/2025,30/06/2026,Nike,8,306,24,No,Not found,29,7,first scrap players transfer,https://fbref.com/en/players/acdad0aa/Marcello-Trotta,129505,Marcello Trotta,Not found,"September 29, 1992 (Age: 33-057d)","Santa Maria Capua Vetere, Italy",188,Italy,FW,Left,2011-2012,18 years,Wycombe,2011,first scrap players fbref,NA,NA,NA,NA,NA,254,15075,65,10,12,Marcello Trotta,No,Not found,NA,254,15075,65,Attack - Centre-Forward,Attack,9/29/1992,33,NA,NA,14
Ross Turnbull,29159,https://www.transfermarkt.com/ross-turnbull/profil/spieler/29159,3/5/2006,21 years 03 months 29 days,21,Premier League,27/08/2005,20,20,Championship,20,first scrap players,Ross Turnbull,Success,29159,spieler,Ross Turnbull,4/1/1985,Bishop Auckland,"1,93",England,Goalkeeper,right,Not found,Leeds,1/7/2017,-,Not found,0,0,0,Yes,1/7/2017,Not found,0,first scrap players transfer,https://fbref.com/en/players/6db380ef/Ross-Turnbull,29159,Ross Turnbull,Not found,4-Jan-85,Not found,193,England eng,GK,Right,2003-2004,18 years,Darlington,2003,first scrap players fbref,NA,NA,NA,NA,NA,156,13917,0,12,9,Ross Turnbull,No,Not found,NA,156,13917,0,Goalkeeper,Goalkeeper,1/4/1985,40,7/1/2017,32,12
Josh Vela,173804,https://www.transfermarkt.com/josh-vela/profil/spieler/173804,21/04/2012,18 years 04 months 07 days,18,Premier League,19/01/2013,19,19,Championship,18,first scrap players,Josh Vela,Success,173804,spieler,Josh Vela,14/12/1993,Salford,"1,81",England,Midfield - Central Midfield,right,Not found,Warrington,28/08/2025,30/06/2026,Not found,1,69,14,No,Not found,Not found,1,first scrap players transfer,https://fbref.com/en/players/dede4a42/Josh-Vela,173804,Josh Vela,Not found,"December 14, 1993 (Age: 31-346d)","Salford, England, United Kingdom",181,Not found,"DF-MF (CM-DM-FB, right)",Right,2011-2012,17 years,Bolton,2011,first scrap players fbref,NA,NA,NA,NA,NA,393,31624,22,14,6,Josh Vela,No,Not found,NA,393,31624,22,Midfield - Central Midfield,Midfield,12/14/1993,31,NA,NA,13
Michel Vorm,26276,https://www.transfermarkt.com/michel-vorm/profil/spieler/26276,19/08/2006,22 years 09 months 30 days,22,VriendenLoterij Eredivisie,12/8/2005,21,21,Keuken Kampioen Divisie,21,first scrap players,Michel Vorm,Success,26276,spieler,Michel Vorm,20/10/1983,IJsselstein,"1,83",Netherlands  Suriname,Goalkeeper,right,Not found,Tottenham,27/07/2020,-,Not found,6,273,53,Yes,27/07/2020,Not found,5,first scrap players transfer,https://fbref.com/en/players/1bebde9d/Michel-Vorm,26276,Michel Vorm,Not found,20-Oct-83,Not found,183,Netherlands,GK,Right,2006-2007,22 years,Utrecht,2006,first scrap players fbref,Michel Vorm,9,721,0,6,284,25281,0,14,3,Michel Vorm,No,Not found,NA,293,26002,0,Goalkeeper,Goalkeeper,10/20/1983,42,7/27/2020,36,15
Dorus de Vries,6404,https://www.transfermarkt.com/dorus-de-vries/profil/spieler/6404,7/12/2003,22 years 11 months 08 days,22,Eredivisie,4/11/2000,19,19,Keuken Kampioen Divisie,19,first scrap players,Dorus de Vries,Success,6404,spieler,Dorus de Vries,29/12/1980,Beverwijk,"1,91",Netherlands,Goalkeeper,right,Not found,Celtic,5/7/2019,-,Not found,2,25,4,Yes,5/7/2019,Not found,2,first scrap players transfer,https://fbref.com/en/players/e704919e/Dorus-de-Vries,6404,Dorus de Vries,Not found,29-Dec-80,Not found,190,Not found,GK,Right,2003-2004,22 years,ADO Den Haag,2003,first scrap players fbref,NA,NA,NA,NA,NA,359,31893,0,15,6,Dorus de Vries,No,Not found,NA,359,31893,0,Goalkeeper,Goalkeeper,12/29/1980,44,7/5/2019,38,19
Haris Vučkić,76560,https://www.transfermarkt.com/haris-vuki/profil/spieler/76560,24/05/2008,15 years 09 months 03 days,15,Prva Liga,31/08/2009,17,17,Championship,15,first scrap players,Haris Vučkić,Success,76560,spieler,Haris Vuckic,21/08/1992,Ljubljana,"1,88",Slovenia,Attack - Second Striker,left,Not found,NK Domzale,13/08/2024,30/06/2026,Not found,7,933,164,No,Not found,10,5,first scrap players transfer,https://fbref.com/en/players/a8f4dfb9/Haris-Vuckic,76560,Haris Vučkić,Not found,"August 21, 1992 (Age: 33-096d)","Ljubljana, Slovenia",185,Slovenia,FW-MF (AM),Both,2009-2010,16 years,Newcastle Utd,2009,first scrap players fbref,Haris Vučkić,11,586,5,4,179,9587,44,13,9,Haris Vučkić,No,Not found,NA,190,10173,49,Attack - Second Striker,Attack,8/21/1992,33,NA,NA,18
Simon Vukčević,27239,https://www.transfermarkt.com/simon-vukevi/profil/spieler/27239,21/08/2004,18 years 06 months 23 days,18,Linglong Tire Super liga Srbije,3/11/2012,26,26,Championship,18,first scrap players,Simon Vukčević,Success,27239,spieler,Simon Vukcevic,29/01/1986,Titograd,"1,80",Montenegro,Attack - Right Winger,left,Not found,B. Podgorica,29/03/2018,-,Not found,7,177,30,Yes,29/03/2018,Not found,4,first scrap players transfer,https://fbref.com/en/players/562d696a/Simon-Vukcevic,27239,Simon Vukčević,Not found,29-Jan-86,Not found,179,Montenegro me  Other: Serbia,MF (AM),Left,2006,20 years,Saturn,Not found,first scrap players fbref,Simon Vukčević,27,1734,0,5,210,12578,24,13,8,Simon Vukčević,No,Not found,NA,237,14312,24,Attack - Right Winger,Attack,1/29/1986,39,3/29/2018,32,14
Elliott Ward,15838,https://www.transfermarkt.com/elliott-ward/profil/spieler/15838,27/08/2005,20 years 07 months 08 days,20,Premier League,12/3/2005,20,20,Championship,20,first scrap players,Elliott Ward,Success,15838,spieler,Elliott Ward,19/01/1985,Harrow,"1,85",England,Defender - Centre-Back,right,Not found,Chelmsford,1/7/2021,-,Not found,0,0,0,Yes,1/7/2021,Not found,0,first scrap players transfer,https://fbref.com/en/players/58e98028/Elliott-Ward,15838,Elliott Ward,Not found,19-Jan-85,Not found,185,Not found,DF (CB),Right,2004-2005,19 years,Bristol Rovers,2004,first scrap players fbref,NA,NA,NA,NA,NA,351,29574,22,16,14,Elliott Ward,No,Not found,NA,351,29574,22,Defender - Centre-Back,Defender,1/19/1985,40,7/1/2021,36,16
Keiren Westwood,15164,https://www.transfermarkt.com/keiren-westwood/profil/spieler/15164,29/10/2011,27 years 06 days,27,Premier League,9/8/2008,23,23,Championship,23,first scrap players,Keiren Westwood,Success,15164,spieler,Keiren Westwood,23/10/1984,Manchester,"1,88",Ireland  England,Goalkeeper,left,Not found,Crewe Alexandra,1/11/2024,-,Not found,3,401,71,Yes,1/11/2024,Not found,2,first scrap players transfer,https://fbref.com/en/players/674ef042/Keiren-Westwood,15164,Keiren Westwood,Not found,23-Oct-84,Not found,188,Republic of Ireland ie  Other: England,GK,Left,2005-2006,20 years,Carlisle United,2005,first scrap players fbref,Keiren Westwood,8,600,0,8,476,42136,0,16,5,Keiren Westwood,No,Not found,NA,484,42736,0,Goalkeeper,Goalkeeper,10/23/1984,41,11/1/2024,40,17
Zak Whitbread,22230,https://www.transfermarkt.com/zak-whitbread/profil/spieler/22230,13/08/2011,27 years 07 months 03 days,27,Premier League,26/11/2005,21,21,Championship,21,first scrap players,Zak Whitbread,Success,22230,spieler,Zak Whitbread,10/1/1984,"Houston, Texas","1,88",United States  England,Defender - Centre-Back,left,Not found,Shrewsbury,1/7/2016,-,Not found,3,234,44,Yes,1/7/2016,Not found,2,first scrap players transfer,https://fbref.com/en/players/846e7a85/Zak-Whitbread,22230,Zak Whitbread,Not found,4-Mar-84,Not found,188,United States,DF (CB),Left,2005-2006,21 years,Millwall,2005,players corrected fbref,NA,NA,NA,NA,NA,205,16528,7,11,5,Zak Whitbread,No,Not found,NA,205,16528,7,Defender - Centre-Back,Defender,1/10/1984,41,7/1/2016,32,11
Connor Wickham,95435,https://www.transfermarkt.com/connor-wickham/profil/spieler/95435,20/08/2011,18 years 04 months 20 days,18,Premier League,11/4/2009,16,16,Championship,16,first scrap players,Connor Wickham,Success,95435,spieler,Connor Wickham,31/03/1993,Hereford,"1,89",England  Northern Ireland,Attack - Centre-Forward,right,Not found,Dubai City FC,26/09/2025,-,Nike,15,1194,173,No,Not found,99,10,first scrap players transfer,https://fbref.com/en/players/41cc19c2/Connor-Wickham,95435,Connor Wickham,Not found,"March 31, 1993 (Age: 32-239d)","Hereford, England, United Kingdom",191,England eng,FW-MF (WM),Right,2008-2009,15 years,Ipswich Town,2008,first scrap players fbref,NA,NA,NA,NA,NA,285,16217,61,15,10,Connor Wickham,No,Not found,NA,285,16217,61,Attack - Centre-Forward,Attack,3/31/1993,32,NA,NA,16
Aaron Wilbraham,67202,https://www.transfermarkt.com/aaron-wilbraham/profil/spieler/67202,30/07/2000,20 years 09 months 09 days,20,Eliteserien,28/03/1998,18,18,,18,first scrap players,Aaron Wilbraham,Success,67202,spieler,Aaron Wilbraham,21/10/1979,Knutsford,"1,91",England,Attack - Centre-Forward,right,Not found,Rochdale,1/7/2020,-,Not found,0,0,0,Yes,1/7/2020,Not found,0,first scrap players transfer,https://fbref.com/en/players/9b2c7f55/Aaron-Wilbraham,67202,Aaron Wilbraham,Not found,21-Oct-79,Not found,191,Not found,FW,Right,2000,20 years,Moss,Not found,first scrap players fbref,NA,NA,NA,NA,NA,533,32268,115,20,10,Aaron Wilbraham,No,Not found,NA,533,32268,115,Attack - Centre-Forward,Attack,10/21/1979,46,7/1/2020,40,22
Ashley Williams,67355,https://www.transfermarkt.com/ashley-williams/profil/spieler/67355,15/08/2011,26 years 11 months 23 days,26,Premier League,9/8/2008,23,23,Championship,23,first scrap players,Ashley Williams,Success,67355,spieler,Ashley Williams,23/08/1984,Wolverhampton,"1,83",Wales  England,Defender - Centre-Back,right,Not found,Bristol City,26/01/2021,-,Nike,1,4,0,Yes,26/01/2021,Not found,1,first scrap players transfer,https://fbref.com/en/players/a498e276/Ashley-Williams,67355,Ashley Williams,Not found,23-Aug-84,Not found,183,Wales wls  Other: England,DF (CB),Right,2003-2004,18 years,Stockport,2003,first scrap players fbref,Ashley Williams,64,5437,1,10,629,55162,23,17,5,Ashley Williams,No,Not found,NA,693,60599,24,Defender - Centre-Back,Defender,8/23/1984,41,1/26/2021,36,13
Jonathan Woodgate,3224,https://www.transfermarkt.com/jonathan-woodgate/profil/spieler/3224,17/10/1998,18 years 08 months 25 days,18,Premier League,18/08/2012,32,32,Championship,18,first scrap players,Jonathan Woodgate,Success,3224,spieler,Jonathan Woodgate,22/01/1980,Nunthorpe,"1,88",England,Defender - Centre-Back,right,Not found,Middlesbrough,1/7/2016,-,Not found,8,568,113,Yes,1/7/2016,Not found,4,first scrap players transfer,https://fbref.com/en/players/9482a3bd/Jonathan-Woodgate,3224,Jonathan Woodgate,Not found,22-Jan-80,Not found,188,England eng,DF (CB),Right,1998-1999,18 years,Leeds United,1998,first scrap players fbref,NA,NA,NA,NA,NA,349,28950,10,17,6,Jonathan Woodgate,No,Not found,NA,349,28950,10,Defender - Centre-Back,Defender,1/22/1980,45,7/1/2016,36,18
Nico Yennaris,122721,https://www.transfermarkt.com/nico-yennaris/profil/spieler/122721,22/01/2012,18 years 07 months 29 days,18,Premier League,14/02/2015,21,21,Championship,18,first scrap players,Nico Yennaris,Success,122721,spieler,Nico Yennaris,24/05/1993,London,"1,71",China  England,Midfield - Defensive Midfield,right,Not found,SH Shenhua,8/1/2025,31/12/2025,Nike,4,636,50,No,Not found,23,3,first scrap players transfer,https://fbref.com/en/players/8cc4b934/Nico-Yennaris,122721,Nico Yennaris,Not found,"May 23, 1993 (Age: 32-197d)","Leytonstone, England, United Kingdom",174,China PR cn  Other: England,DF-MF (CM-DM-FB),Right,2011-2012,18 years,Arsenal,2011,players corrected fbref,Nico Yennaris,12,598,0,4,283,20548,16,13,6,Nico Yennaris,No,Not found,NA,295,21146,16,Midfield - Defensive Midfield,Midfield,5/24/1993,32,NA,NA,14
Karim El Ahmadi,25523,https://www.transfermarkt.com/karim-el-ahmadi/profil/spieler/25523,21/03/2004,19 years 01 month 23 days,19,Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players,Karim El Ahmadi,Success,25523,spieler,Karim El Ahmadi,27/01/1985,Enschede,"1,79",Morocco  Netherlands,Midfield - Defensive Midfield,right,Not found,Al-Ittihad,31/01/2022,-,Not found,8,160,23,Yes,31/01/2022,Not found,8,first scrap players transfer,https://fbref.com/en/players/0ff9eabc/Karim-El-Ahmadi,25523,Karim El Ahmadi,Not found,27-Jan-85,Not found,185,Morocco ma  Other: Netherlands,MF (CM-DM),Right,2003-2004,18 years,Twente,2003,first scrap players fbref,Karim El Ahmadi,45,3572,0,8,468,38115,22,19,4,Karim El Ahmadi,No,Not found,NA,513,41687,22,Midfield - Defensive Midfield,Midfield,1/27/1985,40,1/31/2022,37,18
Nathan Aké,177476,https://www.transfermarkt.com/nathan-ak/profil/spieler/177476,26/12/2012,17 years 10 months 08 days,17,Premier League,4/4/2015,20,20,Championship,17,first scrap players,Nathan Aké,Success,177476,spieler,Nathan Aké,18/02/1995,Den Haag,"1,80",Netherlands  Cote d'Ivoire,Defender - Centre-Back,left,Not found,Man City,5/8/2020,30/06/2027,Nike,18,446,100,No,Not found,6,8,first scrap players transfer,https://fbref.com/en/players/eaeca114/Nathan-Ake,177476,Nathan Aké,Not found,"February 18, 1995 (Age: 30-280d)","The Hague, Netherlands",180,Netherlands,"DF-MF (CB-FB, left)",Left,2012-2013,17 years,Chelsea,2012,first scrap players fbref,Nathan Aké,57,3706,5,11,326,24490,22,16,5,Nathan Aké,No,Not found,NA,383,28196,27,Defender - Centre-Back,Defender,2/18/1995,30,NA,NA,13
Hope Akpan,61559,https://www.transfermarkt.com/hope-akpan/profil/spieler/61559,19/01/2013,21 years 05 months 05 days,21,Premier League,25/04/2011,19,19,Championship,19,first scrap players,Hope Akpan,Success,61559,spieler,Hope Akpan,14/08/1991,Liverpool,"1,85",Nigeria  England,Midfield - Central Midfield,right,Not found,Widnes,1/7/2022,-,Not found,1,23,4,Yes,1/7/2022,Not found,1,first scrap players transfer,https://fbref.com/en/players/1ccbca79/Hope-Akpan,61559,Hope Akpan,Not found,14-Aug-91,Not found,180,Nigeria ng  Other: England,MF (CM),Right,2010-2011,18 years,Hull City,2010,first scrap players fbref,Hope Akpan,2,135,0,1,263,17509,18,12,8,Hope Akpan,No,Not found,NA,265,17644,18,Midfield - Central Midfield,Midfield,8/14/1991,34,7/1/2022,30,11
Vurnon Anita,30670,https://www.transfermarkt.com/vurnon-anita/profil/spieler/30670,19/03/2006,16 years 11 months 15 days,16,VriendenLoterij Eredivisie,5/8/2016,27,27,Championship,16,first scrap players,Vurnon Anita,Success,30670,spieler,Vurnon Anita,4/4/1989,Willemstad,"1,69",Curacao  Netherlands,Midfield - Defensive Midfield,right,Not found,Ajax Amateurs,31/10/2025,-,adidas,4,115,23,No,Not found,Not found,4,first scrap players transfer,https://fbref.com/en/players/2d368fd5/Vurnon-Anita,30670,Vurnon Anita,Not found,4-Apr-89,Not found,167,Curaçao cw  Other: Netherlands,DF-MF (CM-DM-FB),Right,2005-2006,16 years,Ajax,2005,first scrap players fbref,Vurnon Anita,10,820,0,6,442,32772,11,18,7,Vurnon Anita,No,Not found,NA,452,33592,11,Midfield - Defensive Midfield,Midfield,4/4/1989,36,NA,NA,20
Oussama Assaidi,57275,https://www.transfermarkt.com/oussama-assaidi/profil/spieler/57275,4/10/2008,20 years 01 month 19 days,20,VriendenLoterij Eredivisie,23/02/2007,18,18,Keuken Kampioen Divisie,18,first scrap players,Oussama Assaidi,Success,57275,spieler,Oussama Assaidi,15/08/1988,Beni-Boughafar,"1,75",Morocco  Netherlands,Attack - Left Winger,right,Not found,Twente FC,1/7/2019,-,Not found,0,0,0,Yes,1/7/2019,Not found,0,first scrap players transfer,https://fbref.com/en/players/483322fe/Oussama-Assaidi,57275,Oussama Assaidi,Not found,15-Aug-88,Not found,176,Morocco,FW-MF (AM-WM),Right,2007-2008,18 years,Omniworld,2007,first scrap players fbref,Oussama Assaidi,7,301,1,4,212,13362,41,11,6,Oussama Assaidi,No,Not found,NA,219,13663,42,Attack - Left Winger,Attack,8/15/1988,37,7/1/2019,30,12
César Azpilicueta,57500,https://www.transfermarkt.com/csar-azpilicueta/profil/spieler/57500,8/4/2007,17 years 07 months 11 days,17,LaLiga,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players,César Azpilicueta,Success,57500,spieler,César Azpilicueta,28/08/1989,Pamplona,"1,78",Spain,Defender - Centre-Back,right,Not found,Sevilla FC,29/08/2025,30/06/2026,adidas,11,385,85,No,Not found,3,7,first scrap players transfer,https://fbref.com/en/players/53cad200/Cesar-Azpilicueta,57500,César Azpilicueta,Not found,"August 28, 1989 (Age: 36-089d)","Pamplona, Spain",178,Spain,"DF-MF (CB-FB, right)",Right,2006-2007,16 years,Osasuna,2006,first scrap players fbref,César Azpilicueta,41,2924,1,12,713,58207,18,22,5,César Azpilicueta,No,Not found,NA,754,61131,19,Defender - Centre-Back,Defender,8/28/1989,36,NA,NA,19
Kyle Bartley,67421,https://www.transfermarkt.com/kyle-bartley/profil/spieler/67421,12/2/2011,19 years 08 months 21 days,19,Scottish Premiership,9/2/2010,18,18,Championship,18,first scrap players,Kyle Bartley,Success,67421,spieler,Kyle Bartley,22/05/1991,Stockport,"1,94",England  Jamaica,Defender - Centre-Back,right,Not found,West Brom,8/8/2025,-,Not found,9,607,121,Yes,8/8/2025,Not found,7,first scrap players transfer,https://fbref.com/en/players/18e96f64/Kyle-Bartley,67421,Kyle Bartley,Not found,"May 22, 1991 (Age: 34-187d)","Stockport, England, United Kingdom",191,England eng,DF (CB),Right,2009-2010,18 years,Sheffield Utd,2009,first scrap players fbref,NA,NA,NA,NA,NA,394,31834,25,16,8,Kyle Bartley,No,Not found,NA,394,31834,25,Defender - Centre-Back,Defender,5/22/1991,34,8/8/2025,34,16
Luciano Becchio,71020,https://www.transfermarkt.com/luciano-becchio/profil/spieler/71020,2/2/2013,29 years 01 month 05 days,29,Premier League,30/01/2005,21,21,Segunda División,21,first scrap players,Luciano Becchio,Success,71020,spieler,Luciano Becchio,28/12/1983,Córdoba,"1,87",Argentina  Italy,Attack - Centre-Forward,left,Not found,UD Alaro,1/7/2023,-,Not found,0,0,0,Yes,1/7/2023,Not found,0,first scrap players transfer,https://fbref.com/en/players/3b3d4028/Luciano-Becchio,71020,Luciano Becchio,Not found,28-Dec-83,Not found,187,Not found,FW,Left,2004-2005,20 years,Ciudad Murcia,2004,first scrap players fbref,NA,NA,NA,NA,NA,230,15457,81,10,5,Luciano Becchio,No,Not found,NA,230,15457,81,Attack - Centre-Forward,Attack,12/28/1983,41,7/1/2023,39,18
Joe Bennett,90964,https://www.transfermarkt.com/joe-bennett/profil/spieler/90964,24/05/2009,19 years 01 month 26 days,19,Premier League,26/09/2009,19,19,Championship,19,first scrap players,Joe Bennett,Success,90964,spieler,Joe Bennett,28/03/1990,Rochdale,"1,78",England,Defender - Left-Back,left,Not found,Walton & Hersh.,11/10/2025,-,Not found,10,647,61,No,Not found,17,6,first scrap players transfer,https://fbref.com/en/players/dc936144/Joe-Bennett,90964,Joe Bennett,Not found,28-Mar-90,Not found,177,England eng,"DF-MF (FB, left)",Left,2008-2009,18 years,Middlesbrough,2008,first scrap players fbref,NA,NA,NA,NA,NA,394,31949,9,17,8,Joe Bennett,No,Not found,NA,394,31949,9,Defender - Left-Back,Defender,3/28/1990,35,NA,NA,16
Christian Benteke,50201,https://www.transfermarkt.com/christian-benteke/profil/spieler/50201,22/02/2008,17 years 02 months 19 days,17,Jupiler Pro League,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players,Christian Benteke,Success,50201,spieler,Christian Benteke,3/12/1990,Kinshasa,"1,90",Belgium  DR Congo,Attack - Centre-Forward,right,Not found,D.C. United,4/8/2022,31/12/2025,Nike,18,621,111,No,Not found,20,11,first scrap players transfer,https://fbref.com/en/players/ab070c55/Christian-Benteke,50201,Christian Benteke,Not found,"December 3, 1990 (Age: 34-357d)","Kinshasa, Congo DR",190,Belgium be  Other: Congo DR,FW,Right,2007-2008,16 years,Genk,2007,first scrap players fbref,Christian Benteke,36,1749,14,10,533,37037,184,19,8,Christian Benteke,No,Not found,NA,569,38786,198,Attack - Centre-Forward,Attack,12/3/1990,35,NA,NA,18
Gaël Bigirimana,158697,https://www.transfermarkt.com/gal-bigirimana/profil/spieler/158697,2/9/2012,18 years 10 months 11 days,18,Premier League,6/8/2011,17,17,Championship,17,first scrap players,Gaël Bigirimana,Success,158697,spieler,Gaël Bigirimana,22/10/1993,Bujumbura,"1,75",Burundi  England,Midfield - Defensive Midfield,right,Not found,Dungannon,11/7/2024,31/05/2027,Not found,7,150,25,No,Not found,34,3,first scrap players transfer,https://fbref.com/en/players/b48778f2/Gael-Bigirimana,158697,Gaël Bigirimana,Not found,"October 22, 1993 (Age: 32-034d)","Bujumbura, Burundi",173,Burundi bi  Other: England,MF (CM),Right,2011-2012,17 years,Coventry City,2011,first scrap players fbref,Gaël Bigirimana,21,1797,0,6,139,8542,3,7,4,Gaël Bigirimana,No,Not found,NA,160,10339,3,Midfield - Defensive Midfield,Midfield,10/22/1993,32,NA,NA,15
Fabio Borini,96754,https://www.transfermarkt.com/fabio-borini/profil/spieler/96754,20/09/2009,18 years 05 months 22 days,18,Premier League,19/03/2011,19,19,Championship,18,first scrap players,Fabio Borini,Success,96754,spieler,Fabio Borini,29/03/1991,Bentivoglio,"1,80",Italy,Attack - Centre-Forward,right,Not found,Salford,17/10/2025,31/12/2025,Not found,24,831,157,No,Not found,16,10,first scrap players transfer,https://fbref.com/en/players/ef5b337e/Fabio-Borini,96754,Fabio Borini,Not found,"March 29, 1991 (Age: 34-241d)","Bentivoglio, Italy",180,Italy,FW-MF (AM),Right,2009-2010,18 years,Chelsea,2009,first scrap players fbref,NA,NA,NA,NA,NA,355,21946,84,17,10,Fabio Borini,No,Not found,NA,355,21946,84,Attack - Centre-Forward,Attack,3/29/1991,34,NA,NA,16
Artur Boruc,15220,https://www.transfermarkt.com/artur-boruc/profil/spieler/15220,8/3/2002,22 years 16 days,22,Lotto Ekstraklasa,20/09/2014,34,34,Championship,22,first scrap players,Artur Boruc,Success,15220,spieler,Artur Boruc,20/02/1980,Siedlce,"1,93",Poland,Goalkeeper,right,Not found,Legia Warszawa,1/7/2022,-,New Balance,3,92,20,Yes,1/7/2022,Not found,3,first scrap players transfer,https://fbref.com/en/players/34ccf6fa/Artur-Boruc,15220,Artur Boruc,Not found,20-Feb-80,Not found,193,Poland,GK,Right,2002-2003,22 years,Legia Warsaw,2002,first scrap players fbref,Artur Boruc,37,3059,0,8,532,47603,0,19,5,Artur Boruc,No,Not found,NA,569,50662,0,Goalkeeper,Goalkeeper,2/20/1980,45,7/1/2022,42,20
Jordan Bowery,94655,https://www.transfermarkt.com/jordan-bowery/profil/spieler/94655,17/11/2012,21 years 04 months 15 days,21,Premier League,15/02/2014,22,22,Championship,21,first scrap players,Jordan Bowery,Success,94655,spieler,Jordan Bowery,2/7/1991,Nottingham,"1,85",St. Kitts & Nevis  England,Defender - Centre-Back,right,Not found,Mansfield Town,1/7/2020,30/06/2026,Not found,0,0,0,No,Not found,9,0,first scrap players transfer,https://fbref.com/en/players/8f5a4e15/Jordan-Bowery,94655,Jordan Bowery,Not found,"July 2, 1991 (Age: 34-146d)","Nottingham, England, United Kingdom",185,Saint Kitts and Nevis kn  Other: England,DF-FW-MF,Right,2008-2009,17 years,Chesterfield,2008,first scrap players fbref,Jordan Bowery,2,180,0,1,570,34321,74,18,11,Jordan Bowery,No,Not found,NA,572,34501,74,Defender - Centre-Back,Defender,7/2/1991,34,NA,NA,13
Izzy Brown,245805,https://www.transfermarkt.com/izzy-brown/profil/spieler/245805,4/5/2013,16 years 03 months 27 days,16,Premier League,20/08/2016,19,19,Championship,16,first scrap players,Izzy Brown,Success,245805,spieler,Izzy Brown,7/1/1997,Peterborough,"1,82",England  Jamaica,Attack - Left Winger,right,Not found,Preston,6/4/2023,-,Nike,7,525,38,Yes,6/4/2023,Not found,5,first scrap players transfer,https://fbref.com/en/players/bf54c8cc/Izzy-Brown,245805,Izzy Brown,Not found,7-Jan-97,Not found,182,England eng,FW-MF (AM),Right,2012-2013,15 years,West Brom,2012,first scrap players fbref,NA,NA,NA,NA,NA,126,6355,10,8,9,Izzy Brown,No,Not found,NA,126,6355,10,Attack - Left Winger,Attack,1/7/1997,28,4/6/2023,26,10
Alexander Büttner,38003,https://www.transfermarkt.com/alexander-bttner/profil/spieler/38003,15/03/2008,19 years 01 month 04 days,19,VriendenLoterij Eredivisie,12/10/2016,27,27,1.Division,19,first scrap players,Alexander Büttner,Success,38003,spieler,Alexander Büttner,11/2/1989,Doetinchem,"1,74",Netherlands,Defender - Left-Back,left,Not found,Vitesse,7/8/2024,30/06/2026,Nike,7,197,21,No,Not found,28,6,first scrap players transfer,https://fbref.com/en/players/a44f7c60/Alexander-Buttner,38003,Alexander Büttner,Not found,"February 11, 1989 (Age: 36-287d)","Gemeente Doetinchem, Netherlands",176,Netherlands,"DF-MF (FB, left)",Left,2007-2008,18 years,Vitesse,2007,first scrap players fbref,NA,NA,NA,NA,NA,381,28413,35,18,7,Alexander Büttner,No,Not found,NA,381,28413,35,Defender - Left-Back,Defender,2/11/1989,36,NA,NA,17
